sourceFile,unitId,text,headingPath,precedingText,candidateType,candidateReason,regexOnly,suggestedGrade,priorityScore,priorityBand,strongKeywordCount,ambiguousActionCount,anchorKeywordCount,weakKeywordCount,regexIdentifierCount,noiseFlag,userGrade,memo
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_76fba438e2,http://10.5.54.53/aceman/index.do (현장용 계정으로 로그인),,간 UTP케이블을 연결하고 IP설정 후 망에 접속한다.,"[""regex_identifier""]","[{""kw"": ""10.5.54.53"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_d86056a5ed,LTE-R_P 2017-05-15 MON 17:34:21,,[ eNB_601_ID_Dual ] RTRV-PRC-STS;,"[""regex_identifier""]","[{""kw"": ""17:34:21"", ""label"": ""정밀 시각"", ""track"": ""regex"", ""group"": ""datetime_precise"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_28b4ad8d95,: 255.255.255.128,,10.5.139.143,"[""regex_identifier""]","[{""kw"": ""255.255.255.128"", ""label"": ""IP 주소"", ""track"": ""regex"", ""group"": ""ip_any"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_c8f630006d,◯ / 공항철도 / 화상설비 IP주소값 : 172.22.100.201,,참 / 고사항,"[""regex_identifier""]","[{""kw"": ""172.22.100.201"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_63b5f29397,◯ 인천1호선 화 / 상설비 IP주소값 : / 192.168.118.201,,참고사항,"[""regex_identifier""]","[{""kw"": ""192.168.118.201"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_35220bffe8,◯ 인천1호선 / 화상설비 / IP주소값 : 192.168.120.201,,참고사항,"[""regex_identifier""]","[{""kw"": ""192.168.120.201"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_53d5af1d18,◯ 코레일 화 / 상설비 IP주 / 소값 : 47.31.46.32~33,,◯ 인천1호선 / 화상설비 / IP주소값 : 192.168.120.201,"[""regex_identifier""]","[{""kw"": ""47.31.46.32"", ""label"": ""IP 주소"", ""track"": ""regex"", ""group"": ""ip_any"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_9c81034082,◯ 인천1호 / 선 화상설비 IP주소값 : 192.168.124.201,,참고사항,"[""regex_identifier""]","[{""kw"": ""192.168.124.201"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_6f588a0387,192.168.130.201,,화상설비와의 데이터 통신상태 확인],"[""regex_identifier""]","[{""kw"": ""192.168.130.201"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_8b52d5a768,◯ ID : admin / PassWord : admin123 / pattern: “ㄴ”,,참고사항,"[""regex_identifier""]","[{""kw"": ""ID : admin"", ""label"": ""계정 후보"", ""track"": ""regex"", ""group"": ""account_like"", ""role"": ""regex_identifier""}, {""kw"": ""PassWord : admin123"", ""label"": ""비밀번호 후보"", ""track"": ""regex"", ""group"": ""password_like"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,2,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_60ff72b712,"❍ / EMS-C / 에 접속 한다 (https://10.5.53.21:7443/ ID : ****, PW",,사 / 방법,"[""regex_identifier""]","[{""kw"": ""10.5.53.21"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_0cc617b7a2,I / CTR-P / CRF01 2020-09-14 MON 13:20:18,,[ / ICTR- / PCRF01 ] RTRV-NODE-STS:::::;,"[""regex_identifier""]","[{""kw"": ""13:20:18"", ""label"": ""정밀 시각"", ""track"": ""regex"", ""group"": ""datetime_precise"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_aafc68510b,"접속한다. (https://10.5.53.31:8443 ), , (ID/PW : *****/*****)",,❍ 점검 : UDC,"[""regex_identifier""]","[{""kw"": ""10.5.53.31"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_884372c20f,"❍ EMS-C / 에 / 접속 한다 / (https://10.5.53.21:7443/),",,검사방법,"[""regex_identifier""]","[{""kw"": ""10.5.53.21"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_6e499410e6,"- / UDC-EMS에 접속한다. (https://10.5.53.31: / 8443 ), , (ID/",,❍ 네트워크 상태 점검 : UDC,"[""regex_identifier""]","[{""kw"": ""10.5.53.31"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_8ebfc28929,I / CTR-PCRF01 2020-09-14 MON 13:20:18,,[ / ICTR-PCRF01 ] RTRV-NODE-STS:::::;,"[""regex_identifier""]","[{""kw"": ""13:20:18"", ""label"": ""정밀 시각"", ""track"": ""regex"", ""group"": ""datetime_precise"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_8f14105f7a,한다.(10.5.54.73:12358),,상태가 주황색 또는 적색으로 표시,"[""regex_identifier""]","[{""kw"": ""10.5.54.73"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_939f93e23f,접속 한다.(10.5.54.73:12358),,"하단 LB25, LB26 카드 녹색 점등을 확인 한다.","[""regex_identifier""]","[{""kw"": ""10.5.54.73"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_e2746840ec,❍ MG / Web 관리자 / 페이지를 접속 / 한다.(10.5.54.73:12 / 358),,검사방법,"[""regex_identifier""]","[{""kw"": ""10.5.54.73"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,1,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_4d67a9471d,- MRF / 서 / 버#1 : 10 / .5.54.91 / #2 : / 10.5.54.93,,❍ MRF서 / 버 mrfc 또 / 는 mrfp 계정으 / 로 서버 접 / 속한다 / .,"[""regex_identifier""]","[{""kw"": ""10.5.54.93"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_f39f9c5134,❍ EMS- / C에 / 접속 / 한다 / (https://10.5.53.21:7443/),,검사방법,"[""regex_identifier""]","[{""kw"": ""10.5.53.21"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_aea580ef95,I / CTR-TAS01 / 2020-09-14 / MON 13:20:18,,[ / ICTR-TAS0 / 1 ] RTRV-NO / DE-STS:::::;,"[""regex_identifier""]","[{""kw"": ""13:20:18"", ""label"": ""정밀 시각"", ""track"": ""regex"", ""group"": ""datetime_precise"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_a17e95d35f,(https://10.5.53.41:4421),,❍,"[""regex_identifier""]","[{""kw"": ""10.5.53.41"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_68cf90ca3b,"❍ NMS- / R / 에 접속 한다 / (htt / ps://10.5.55.113:808 / 0/ ) , , / (ID/PW :",,검사방법,"[""regex_identifier""]","[{""kw"": ""10.5.55.113"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_f25157a653,"❍ EMS-C / 에 / 접속 한다 / (https://10.5.53.21:7443/ ), , (ID / /PW : ***",,검사방법,"[""regex_identifier""]","[{""kw"": ""10.5.53.21"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_971d0cdb36,"접속 한다 (https://10.5.53.41:4421), ID/PW : *****/*****",,상태 점검 : CSC,"[""regex_identifier""]","[{""kw"": ""10.5.53.41"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_8ebfc28929,I / CTR-PCRF01 2020-09-14 MON 13:20:18,,[ / ICTR-PCRF01 ] RTRV-NODE-STS:::::;,"[""regex_identifier""]","[{""kw"": ""13:20:18"", ""label"": ""정밀 시각"", ""track"": ""regex"", ""group"": ""datetime_precise"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_4b07db692c,❍ / LTE-R 통합 EMS 서버에 접 / 속한다.(1 / 0.5.54.62:9 / 090/weboam),,검 / 사 / 방법,"[""regex_identifier""]","[{""kw"": ""0.5.54.62"", ""label"": ""IP 주소"", ""track"": ""regex"", ""group"": ""ip_any"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_5a0aef614f,지령서버 / # / 1 : 10.5.54.1 / 03 ( ID/PW / :,,❍ 지령서 / 버 / 접속정보,"[""regex_identifier""]","[{""kw"": ""10.5.54.1"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_3cfd9294d6,지령서버 / # / 2 : 10.5.54.1 / 04 ( ID/PW / :,,지령서버 / # / 1 : 10.5.54.1 / 03 ( ID/PW / :,"[""regex_identifier""]","[{""kw"": ""10.5.54.1"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_f69b1d60a2,- / 녹취서버 / #1 : / 10.5.54.97 / / 2번 : / 10.5.54.98,,❍ / 녹취서버 / 장비로 / 접속한다.,"[""regex_identifier""]","[{""kw"": ""10.5.54.97"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}, {""kw"": ""10.5.54.98"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,0,2,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_994ef622cd,BKMS-01 IP – 10.5.54.88 ),,경우 불량,"[""regex_identifier""]","[{""kw"": ""10.5.54.88"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_519be55ec9,: / http://10.5.54.106:52444/ssmconsole/,,❍ / SSM(MDM) 관리자화면 접속 URL,"[""regex_identifier""]","[{""kw"": ""10.5.54.106"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_206c8bc6bb,:https:// 10.5.11.34),,손실 상태 확인,"[""regex_identifier""]","[{""kw"": ""10.5.11.34"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_569b069a98,웹브라우저 주소창에 장비IP로 입력(예 :https:// 10.5.11.34),,기록,"[""regex_identifier""]","[{""kw"": ""10.5.11.34"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_9941139cf8,- Host 입력 필드 / 에 / 1 / 0.5.54.110 / 를 입력하고 / Open 버,,- 운용자 클라이 / 언 / 트 / PC에서 pu / tty를 실행한 / 다.,"[""regex_identifier""]","[{""kw"": ""0.5.54.110"", ""label"": ""IP 주소"", ""track"": ""regex"", ""group"": ""ip_any"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_e1a06cff2a,- Host 입력 필드 / 에 10.5.54.112 / 를 입력하고 / Open 버,,- 운용자 클라이언 / 트 PC에서 pu / tty를 실행한 / 다.,"[""regex_identifier""]","[{""kw"": ""10.5.54.112"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_9d82277bc6,- Host / 입력 필드에 / 10.5.54.1 / 13를 입력 / 하고 Op,,- 운용자 / 클라이언트 / PC에서 / putty를 실 / 행한다.,"[""regex_identifier""]","[{""kw"": ""10.5.54.1"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_6af84fd118,- NMS-002 / : 10.5.54.111,,"❍ / 나머지 NMS / -002, NMS-0 / 03, NMS-004 / 서버로 위","[""regex_identifier""]","[{""kw"": ""10.5.54.111"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_349a6e7a18,- NMS-003 / : 10.5.54.112,,- NMS-002 / : 10.5.54.111,"[""regex_identifier""]","[{""kw"": ""10.5.54.112"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_3dc7738219,- NMS-004 / : 10.5.54.113,,- NMS-003 / : 10.5.54.112,"[""regex_identifier""]","[{""kw"": ""10.5.54.113"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_8ae12d8728,"http://10.5.54.53/aceman/index.do , (ID/PW : *****/*****)",,기지국 동작 상태를 점검한다.,"[""regex_identifier""]","[{""kw"": ""10.5.54.53"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_8ae12d8728,"http://10.5.54.53/aceman/index.do , (ID/PW : *****/*****)",,[일반관리]-[상태감시]를 조회한다.,"[""regex_identifier""]","[{""kw"": ""10.5.54.53"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_ab1ea2f68f,1) 접속정보 http://10.5.54.53/acem / an/index.,,❍ / EMS-R 감시장치에 DU상태감시를 / 조회한다.,"[""regex_identifier""]","[{""kw"": ""10.5.54.53"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_c165576921,1) 접속정 / 보 http://10.5.54.53/a / ceman/,,❍ EMS-R / 감시장치에 접속하여 / RRU 동,"[""regex_identifier""]","[{""kw"": ""10.5.54.53"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_0ca75aebbb,1) 접속정 / 보 / http://10.5.54.53/aceman/index.do / (ID/PW : *,,❍ EMS-R / 감시 / 장치에서 클럭연동정보 및 급전선 / VSWR값을,"[""regex_identifier""]","[{""kw"": ""10.5.54.53"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,1,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_5e0d06b083,"- 10.5.200.1(관제 / #1)/ 10.5.200, / 2(관제#2), / ssH(연결 / 타 / 입), / 로그인(admi / n,, / cont",,❍ / EMS client PC / 에서 putty.ex / e 또는 Se / cureCRT / 등 / 접 / 속 프로그램 / 실 / 행,"[""regex_identifier""]","[{""kw"": ""10.5.200.1"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,1,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_ffc76ae34e,CLUSTER / _IP='172.40.200.11',,"""""cluster.con / f"" 7L, 155B% zz","[""regex_identifier""]","[{""kw"": ""172.40.200.11"", ""label"": ""IP 주소"", ""track"": ""regex"", ""group"": ""ip_any"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_51751abade,NODE='0:17 / 2.40.200.12:GeomDan1 ',,UDP_PORT / ='21215',"[""regex_identifier""]","[{""kw"": ""2.40.200.12"", ""label"": ""IP 주소"", ""track"": ""regex"", ""group"": ""ip_any"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 검사표준매뉴얼(260408).md,1호선_통신관제_검사표준매뉴얼(260_c8a1bcdd73,NODE='1:17 / 2.40.200.13:GeomDan2,,NODE='0:17 / 2.40.200.12:GeomDan1 ',"[""regex_identifier""]","[{""kw"": ""2.40.200.13"", ""label"": ""IP 주소"", ""track"": ""regex"", ""group"": ""ip_any"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 장애조치매뉴얼 (260408).md,1호선_통신관제_장애조치매뉴얼_(26_bbc472c3a3,표시된 곳에 “127.0.0.1”입력 후 위의 표시된 대로 설정값을 입력,,바탕화면 마우스 우클릭 “Display settings” 에서 위 사진과 같이 배열,"[""regex_identifier""]","[{""kw"": ""127.0.0.1"", ""label"": ""IP 주소"", ""track"": ""regex"", ""group"": ""ip_any"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,1,1,false,,
1호선 통신관제 장애조치매뉴얼 (260408).md,1호선_통신관제_장애조치매뉴얼_(26_9dfa5c1d1b,Status(192.168.0.10) 파일을 / 더블클릭 한다.,,1. 교환설비 운용조작반 PC / 의 C:\ARIEL OMS\vers / ion\ver-636\L,"[""regex_identifier""]","[{""kw"": ""192.168.0.10"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선 통신관제 장애조치매뉴얼 (260408).md,1호선_통신관제_장애조치매뉴얼_(26_34567809e3,전화 번호 확인 방법 / : 2499번 → 1017번 → / 010-63559370,,예시2) 2499번으로 수신된 / 전화가 민원전화(1899-4 / 446)일 경우에,"[""regex_identifier""]","[{""kw"": ""010-63559370"", ""label"": ""전화번호"", ""track"": ""regex"", ""group"": ""phone"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,2,1,false,,
1호선_기계관제_검사표준매뉴얼.md,1호선_기계관제_검사표준매뉴얼_c894255dc5,- / AI피난시스템 / : / 192.168.10.153,,- / MCS : 192. / 1 / 6 / 8 / .10.150,"[""regex_identifier""]","[{""kw"": ""192.168.10.153"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,0,1,false,,
1호선_기계관제_검사표준매뉴얼.md,1호선_기계관제_검사표준매뉴얼_5cf7520da4,- / 스마트공기질 / : / 192.168.10.154,,- / AI피난시스템 / : / 192.168.10.153,"[""regex_identifier""]","[{""kw"": ""192.168.10.154"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선_기계관제_검사표준매뉴얼.md,1호선_기계관제_검사표준매뉴얼_cce5a50481,- / CCTV(CMS / ) / : / 192.168.10.155,,- / 스마트공기질 / : / 192.168.10.154,"[""regex_identifier""]","[{""kw"": ""192.168.10.155"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선_통신관제_장애조치매뉴얼.md,1호선_통신관제_장애조치매뉴얼_17bb20fbd4,"- ""127.0.0.1"" 입력 후 Connect 클릭",03 화상전송설비 > 03-01 통합관제 대형모니터 순서 불일치 및 표출불가 > 조치 순서,4. **접속 및 설정값 입력**,"[""regex_identifier""]","[{""kw"": ""127.0.0.1"", ""label"": ""IP 주소"", ""track"": ""regex"", ""group"": ""ip_any"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,0,0,1,false,,
1호선_통신관제_장애조치매뉴얼.md,1호선_통신관제_장애조치매뉴얼_2910ef1a3a,TTC 통신 설정 / 219.253.35.200 / 4001,05 행선안내설비 > 05-01 열차모니터 통신설정 불량 및 추가작업 > 통신설정 주요 IP 정보,항목 / IP 주소 / Port,"[""regex_identifier""]","[{""kw"": ""219.253.35.200"", ""label"": ""IP 주소"", ""track"": ""regex"", ""group"": ""ip_any"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,0,1,false,,
1호선_통신관제_장애조치매뉴얼.md,1호선_통신관제_장애조치매뉴얼_e2f2f99cac,운영PC 통신 #1 / 10.10.200.161 / 3030,05 행선안내설비 > 05-01 열차모니터 통신설정 불량 및 추가작업 > 통신설정 주요 IP 정보,TTC 통신 설정 / 219.253.35.200 / 4001,"[""regex_identifier""]","[{""kw"": ""10.10.200.161"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,1,1,false,,
1호선_통신관제_장애조치매뉴얼.md,1호선_통신관제_장애조치매뉴얼_91afc7a963,운영PC 통신 #2 / 10.10.99.161,05 행선안내설비 > 05-01 열차모니터 통신설정 불량 및 추가작업 > 통신설정 주요 IP 정보,운영PC 통신 #1 / 10.10.200.161 / 3030,"[""regex_identifier""]","[{""kw"": ""10.10.99.161"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,1,1,false,,
1호선_통신관제_장애조치매뉴얼.md,1호선_통신관제_장애조치매뉴얼_1c350c67ef,운영PC 통신 #3 / 10.10.135.161,05 행선안내설비 > 05-01 열차모니터 통신설정 불량 및 추가작업 > 통신설정 주요 IP 정보,운영PC 통신 #2 / 10.10.99.161,"[""regex_identifier""]","[{""kw"": ""10.10.135.161"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,0.0,low,0,0,1,1,1,false,,
