sourceFile,unitId,text,headingPath,precedingText,candidateType,candidateReason,regexOnly,suggestedGrade,priorityScore,priorityBand,strongKeywordCount,ambiguousActionCount,anchorKeywordCount,weakKeywordCount,regexIdentifierCount,noiseFlag,userGrade,memo
2호선 신호관제 장애조치매뉴얼 (260408).md,2호선_신호관제_장애조치매뉴얼_(26_a12423dc47,Projection Module 장애복구 절차 DM01,,173,"[""ai_procedural_sensitive""]","[{""kw"": ""복구 절차"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,2,0,0,0,false,,
2호선 신호관제 장애조치매뉴얼 (260408).md,2호선_신호관제_장애조치매뉴얼_(26_ca3a7d2611,DM01 Projection Module 장애복구 절차 1-10 색상이 이상할 경우,,176,"[""ai_procedural_sensitive""]","[{""kw"": ""복구 절차"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,2,0,0,0,false,,
2호선 신호관제 장애조치매뉴얼 (260408).md,2호선_신호관제_장애조치매뉴얼_(26_d86d3769a1,DM01 Projection Module 장애복구 절차 1-11 영상이 어둡게 표출될 경우,,177,"[""ai_procedural_sensitive""]","[{""kw"": ""복구 절차"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,2,0,0,0,false,,
2호선 신호관제 장애조치매뉴얼 (260408).md,2호선_신호관제_장애조치매뉴얼_(26_1df980ae19,DM01 Projection Module 장애복구 절차 1-12 영상이 하얗게 표출될 경우 1-13 이미지에 잔상이 나타날 경우,,178,"[""ai_procedural_sensitive""]","[{""kw"": ""복구 절차"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,2,0,0,0,false,,
2호선 신호관제 장애조치매뉴얼 (260408).md,2호선_신호관제_장애조치매뉴얼_(26_4684ed6501,다시 NET1 전 / 원으로 자동절체 되도 / 록 한다.,,NET1 전원이 / 회복되어 90% 이상이 / 되면 전 / 원이 충분,"[""ai_procedural_sensitive""]","[{""kw"": ""자동 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,1,0,0,0,false,,
2호선 신호관제 장애조치매뉴얼 (260408).md,2호선_신호관제_장애조치매뉴얼_(26_98d2065f69,9. / 자동전압조정기(AVR) / 1 / 0. / 자동절체스,,7. / 수동 바이패스 스위치 / 8. / 조 / 작 및 운영,"[""ai_procedural_sensitive""]","[{""kw"": ""자동 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,1,0,0,0,false,,
2호선 신호관제 장애조치매뉴얼 (260408).md,2호선_신호관제_장애조치매뉴얼_(26_2edd12d5d5,※ / 비상운전 상 / 태에서 ⇒ INVERTER( / 인버터) / 기동(ON) 순서,,∙ CB3_ (Out / put) ⇒ CB4 (BYPAS / S) ⇒ C / B2 (BATTERY) ⇒,"[""ai_procedural_sensitive""]","[{""kw"": ""비상운전"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,0,0,0,0,false,,
2호선 신호관제 장애조치매뉴얼 (260408).md,2호선_신호관제_장애조치매뉴얼_(26_b025c673c6,1. / INVERTER 동 / 작을 정지하고 BYPAS / S 운전상 / 태에서 비상운전을,,주의,"[""ai_procedural_sensitive""]","[{""kw"": ""비상운전"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,0,0,0,0,false,,
2호선 신호관제 장애조치매뉴얼 (260408).md,2호선_신호관제_장애조치매뉴얼_(26_4111cb592f,A / TS 수동 절체_ / 2(수동레버),,2 / . 전면 ATS 차 / 단기(NET1 또,"[""ai_procedural_sensitive""]","[{""kw"": ""수동 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,1,0,0,0,false,,
2호선 신호관제 장애조치매뉴얼 (260408).md,2호선_신호관제_장애조치매뉴얼_(26_e184574cfc,이하가 되면 NET2로 자동 절체되고,,"공급하고, NET2는 대기상태를 유지되다","[""ai_procedural_sensitive""]","[{""kw"": ""자동 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,1,0,0,0,false,,
2호선 신호관제 장애조치매뉴얼 (260408).md,2호선_신호관제_장애조치매뉴얼_(26_f46e6392f1,Active 네트 / 워크 장애로 / 계절체,,장애 유형 및 복구절차 DM01,"[""ai_procedural_sensitive""]","[{""kw"": ""계 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,2,0,0,0,false,,
2호선 신호관제 장애조치매뉴얼 (260408).md,2호선_신호관제_장애조치매뉴얼_(26_dbafdab2c7,DM04 MC(Mast / er Clock) 장애 복구 절차,,271,"[""ai_procedural_sensitive""]","[{""kw"": ""복구 절차"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,2,0,0,0,false,,
2호선 신호설비 점검 표준매뉴얼(Ver4.1).md,2호선_신호설비_점검_표준매뉴얼(Ve_f3eee6788c,󰋑 첨단 끝 / 부분이 기본레일에 / 밀착되어야 하며 쇄정 / 간은 양방향 균등 / 하게 유지하여야 / 한다.,,󰋐 텅레일의 / 밀착력은 정·반위 / 모두 균등한 밀착력 / 이 되도록 한다 / .,"[""ai_procedural_sensitive""]","[{""kw"": ""쇄정"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,0,0,0,0,false,,
2호선 신호설비 점검 표준매뉴얼(Ver4.1).md,2호선_신호설비_점검_표준매뉴얼(Ve_f3085301ed,󰋎 Master계 / 보 / 안장치에서 명령어 ‘r / eboot’를 입 / 력하여 재기동 및 계절체를 / 실시한다,,검사방법,"[""ai_procedural_sensitive""]","[{""kw"": ""계 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,2,0,0,0,false,,
2호선 전력계통 장애조치 매뉴얼(Rev.2.0).md,2호선_전력계통_장애조치_매뉴얼(Re_0be08d9620,"괄 제어되지 않으므로, / 원격 투입 / 지령을 통해 전차 / 선 급전을",,주박기지 구내 및 차량 / 기지 구내 / 용 Feeder HSCB는 / “급/단전,"[""ai_procedural_sensitive""]","[{""kw"": ""원격 투입"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,3,0,0,0,false,,
2호선 전력계통 장애조치 매뉴얼(Rev.2.0).md,2호선_전력계통_장애조치_매뉴얼(Re_f6aa923c77,고→저압 순차투입 / 원격개방 / 지령,,전구간 LV-n 개방후 / LV-n 미개 / 방시,"[""ai_procedural_sensitive""]","[{""kw"": ""순차 투입"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,2,0,0,0,false,,
2호선 전력계통 장애조치 매뉴얼(Rev.2.0).md,2호선_전력계통_장애조치_매뉴얼(Re_f6d0eeac5d,장 상황을 예의주시하며 / 순차적 복구절차를 / 수행한다.,,"정거장에 완전한 정전이 / 발생하지 않으므로, / 계통복구","[""ai_procedural_sensitive""]","[{""kw"": ""복구 절차"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,1,0,0,0,false,,
2호선 전력계통 장애조치 매뉴얼(Rev.2.0).md,2호선_전력계통_장애조치_매뉴얼(Re_f2eb9ba38b,근무책임자에게 응급조치를 지시한,,실시한 후 전력공급계통을 변경힌다.,"[""ai_procedural_sensitive""]","[{""kw"": ""응급 조치"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,1,0,0,0,false,,
2호선 전력계통 장애조치 매뉴얼(Rev.2.0).md,2호선_전력계통_장애조치_매뉴얼(Re_378e747866,52-Tie 제어금지 설정 / 52-Tie / 투입,,"관련계통 TR 1차측, / ½ 정전 / 구간","[""ai_procedural_sensitive""]","[{""kw"": ""제어금지"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,2,0,0,0,false,,
2호선 전력계통 장애조치 매뉴얼(Rev.2.0).md,2호선_전력계통_장애조치_매뉴얼(Re_8be275b061,장 상황을 예의주시하며 / 순 / 차적 복구절차를 수행한다 / .,,"정거장에 완전한 정전이 / 발 / 생하지 않으므로, 계통복 / 구 과정에서 / 부하전류의 변동 / 등 현","[""ai_procedural_sensitive""]","[{""kw"": ""복구 절차"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,1,0,0,0,false,,
2호선 전력계통 장애조치 매뉴얼(Rev.2.0).md,2호선_전력계통_장애조치_매뉴얼(Re_540257b439,52-Tie / 제어금지 설정 / 52-Tie / 투입,,"관련계 / 통 TR 1차측, 주 / ½ 정전 / 구간","[""ai_procedural_sensitive""]","[{""kw"": ""제어금지"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,2,0,0,0,false,,
2호선 전력계통 장애조치 매뉴얼(Rev.2.0).md,2호선_전력계통_장애조치_매뉴얼(Re_074da5c89a,트립설정 경계 설정값은 다음과 같다,,/ Trip,"[""ai_procedural_sensitive""]","[{""kw"": ""트립 설정"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,1,0,0,0,false,,
2호선 전력계통 장애조치 매뉴얼(Rev.2.0).md,2호선_전력계통_장애조치_매뉴얼(Re_c58e35ac17,- 수전계통 변경은 전구간 열 / 차운행을 중단,,- 단시간내 복구가 불가능한 / 경우 전력계통,"[""ai_procedural_sensitive""]","[{""kw"": ""계통변경"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,0,1,0,0,false,,
2호선 전력계통 장애조치 매뉴얼(Rev.2.0).md,2호선_전력계통_장애조치_매뉴얼(Re_4733481fc3,"장애시 자동절체되나, 2중계 모두 장애가",,출력,"[""ai_procedural_sensitive""]","[{""kw"": ""자동 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,2,0,0,0,false,,
2호선 전력계통 장애조치 매뉴얼(Rev.2.0).md,2호선_전력계통_장애조치_매뉴얼(Re_984cb5ed1f,"R / TU는 통신구간에 따라 개별적 / 통신방식을 / 사용하며,",,- / 광 컨버터,"[""ai_procedural_sensitive""]","[{""kw"": ""통신 방식"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,0,1,0,0,false,,
2호선 전력관제 검사표준매뉴얼(260408).md,2호선_전력관제_검사표준매뉴얼(260_12b6cedb4d,"과부하시, 온도과열시, 수동절체시)",,: 60Hz±0.1%,"[""ai_procedural_sensitive""]","[{""kw"": ""수동 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,1,0,0,0,false,,
2호선 전력관제 검사표준매뉴얼(260408).md,2호선_전력관제_검사표준매뉴얼(260_d5a780edb8,"제어방식 / 컨버터, 인버터부 고주 / 파IGBT SVM 제어",,용량 / 75kVA,"[""ai_procedural_sensitive""]","[{""kw"": ""제어 방식"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,1,0,0,0,false,,
2호선 정보통신설비 검사표준매뉴얼(202507_Rev5.3).md,2호선_정보통신설비_검사표준매뉴얼(2_9d7afec97d,◯ 축전지 / 비상 운전모드 또는 바이패 / 스 운전모드,,◯ 축전지 / 및 바이패스 운전 후 정상 / 운전모드로,"[""ai_procedural_sensitive""]","[{""kw"": ""비상운전"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,0,1,0,0,false,,
2호선 통신관제 검사표준매뉴얼(260408).md,2호선_통신관제_검사표준매뉴얼(260_ab3d73823c,8) / 설정파일(Train i / nfo.xml)백업 / ○,,7) / 영상 저장 상태 / ○,"[""ai_procedural_sensitive""]","[{""kw"": ""설정파일"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,0,0,0,0,false,,
2호선 통신관제 검사표준매뉴얼(260408).md,2호선_통신관제_검사표준매뉴얼(260_fa2b49edeb,<UPS 정지 / 절차 = 비상운전>,,검사방법,"[""ai_procedural_sensitive""]","[{""kw"": ""비상운전"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,0,1,0,0,false,,
2호선 통신관제 검사표준매뉴얼(260408).md,2호선_통신관제_검사표준매뉴얼(260_9f985ae639,"CABLE로 자동절체 되도록 하는 장치로, DTS",,기록,"[""ai_procedural_sensitive""]","[{""kw"": ""자동 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,1,0,0,0,false,,
2호선 통신관제 장애조치매뉴얼 (260408).md,2호선_통신관제_장애조치매뉴얼_(26_60cae1a1cf,랙의 재기동 절차는 아래와 같다. 순차적으로 모두 시행,,재기동 절차,"[""ai_procedural_sensitive""]","[{""kw"": ""재기동 절차"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,1,0,0,0,false,,
7호선 신호설비 점검 표준매뉴얼(Ver5.1).md,7호선_신호설비_점검_표준매뉴얼(Ve_d840029789,"진출 / 때까 / 지의 궤 / 도점유/미점유, / 진로설정/취소,",,󰋏 기계 / 실/ / 취급실의 / 컴퓨터에서 기 / 계실 제어구간,"[""ai_procedural_sensitive""]","[{""kw"": ""진로설정"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,0,1,0,0,false,,
7호선 신호설비 점검 표준매뉴얼(Ver5.1).md,7호선_신호설비_점검_표준매뉴얼(Ve_2c200d2e74,󰋐 쇄정자 / 와 / 쇄정간 홈과의 간격은 좌우 균등하게 하고 합한 치수,,󰋏 텅레일 / 의 / 밀착력은 “정위”방향 또는 “반위”방향을 균등하게 유지,"[""ai_procedural_sensitive""]","[{""kw"": ""쇄정"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,0,0,0,0,false,,
7호선 신호설비 점검 표준매뉴얼(Ver5.1).md,7호선_신호설비_점검_표준매뉴얼(Ve_2bd5caa0a7,󰋎 쇄정자와 / 쇄정간 홈과의 간격은 좌우 균등하게 하고 합한 치수,,"점검기준 / 선로전환기 제작사양서, 선로전환기 운영 및 유지보수매뉴얼","[""ai_procedural_sensitive""]","[{""kw"": ""쇄정"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,0,0,0,0,false,,
7호선 신호설비 점검 표준매뉴얼(Ver5.1).md,7호선_신호설비_점검_표준매뉴얼(Ve_a68f306e49,하며 쇄 / 정자 및 쇄정간 홈부의 모는 둥글지 아니하게 한다.,,󰋎 쇄정자와 / 쇄정간 홈과의 간격은 좌우 균등하게 하고 합한 치수,"[""ai_procedural_sensitive""]","[{""kw"": ""쇄정"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,0,0,0,0,false,,
7호선 신호설비 점검 표준매뉴얼(Ver5.1).md,7호선_신호설비_점검_표준매뉴얼(Ve_643a3fa3de,󰋎 정/반위 / 전환하면서 삽입 쇄정자와 쇄정홈 간의 좌/우 균등(2mm)여,,검사방법,"[""ai_procedural_sensitive""]","[{""kw"": ""쇄정"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,1,0,0,0,false,,
7호선 신호설비 점검 표준매뉴얼(Ver5.1).md,7호선_신호설비_점검_표준매뉴얼(Ve_d4b721c28c,ⓐ. 진로설정 ⓑ.진로방향 / ⓒ.진로취소 ⓐ.진로설정 / ⓑ.개 / 별해정 / ⓑ. 열차이동,,명칭 / ⓐ. 진로설정,"[""ai_procedural_sensitive""]","[{""kw"": ""진로설정"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,0,1,0,0,false,,
7호선 신호설비 점검 표준매뉴얼(Ver5.1).md,7호선_신호설비_점검_표준매뉴얼(Ve_f42758ea28,명칭 / ⓐ. 진로설정 / ⓐ. 진로설정 / ⓐ. / 진로설정,,3. 선로전환기 쇄정 / 4. 배타진로 / 5 / . 진로쇄정,"[""ai_procedural_sensitive""]","[{""kw"": ""진로설정"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,0,1,0,0,false,,
7호선 신호설비 점검 표준매뉴얼(Ver5.1).md,7호선_신호설비_점검_표준매뉴얼(Ve_4c771b947e,6. 접 / 근쇄정 / 7. 연속 / 진행신호(Fle / eting),,"6B( ), 8A( )","[""ai_procedural_sensitive""]","[{""kw"": ""쇄정"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,0,1,0,0,false,,
7호선 신호설비 점검 표준매뉴얼(Ver5.1).md,7호선_신호설비_점검_표준매뉴얼(Ve_c996b26944,명칭 / ⓐ. 진로설정 / ⓐ. 보류시간 / ⓐ. / 진로설정,,6. 접 / 근쇄정 / 7. 연속 / 진행신호(Fle / eting),"[""ai_procedural_sensitive""]","[{""kw"": ""진로설정"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,0,1,0,0,false,,
7호선 신호설비 점검 표준매뉴얼(Ver5.1).md,7호선_신호설비_점검_표준매뉴얼(Ve_117c572c8d,󰋎 / CC ON / -LINE컴퓨터 화면 좌측하단의 계절체콤보 / 를 클릭하여,,검사방 / 법,"[""ai_procedural_sensitive""]","[{""kw"": ""계 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,1,0,0,0,false,,
7호선 신호설비 점검 표준매뉴얼(Ver5.1).md,7호선_신호설비_점검_표준매뉴얼(Ve_29e113242b,󰋐 / 이중계 / SC장치의 계절체는 ON-LINE장치의 응용 / 프로그램 닫기,,󰋏 / LDTS랙 / “SCO UNIT” CON1계 ↔ CON2계 동작으 / 로 상호 계절,"[""ai_procedural_sensitive""]","[{""kw"": ""계 절체"", ""track"": ""C"", ""group"": ""strong_procedural"", ""role"": ""strong_procedural""}]",false,C,3.0,medium,1,1,0,0,0,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_ae27320609,"③ 타부서․기관 / 관계자와의 업무상 통화내용 / 은 항상 기 / 록한다.(통화일시, 통화자성명, 소속, 내용 / 등)",,② 각종 상황 / 발생 시 신속․정확․침착하게 / 대처한다.,"[""ai_procedural_sensitive""]","[{""kw"": ""통화내용"", ""track"": ""S"", ""group"": ""s_business_sensitive"", ""role"": ""s_business_sensitive""}, {""kw"": ""통화"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}, {""kw"": ""내용"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",false,,2.4,low,1,0,0,2,0,false,,
1호선 신호관제 검사표준매뉴얼(260408).md,1호선_신호관제_검사표준매뉴얼(260_802534de86,제작사 / 운영자 매뉴얼 / (MSC),,관련기준,"[""ai_procedural_sensitive""]","[{""kw"": ""운영자 매뉴얼"", ""track"": ""S"", ""group"": ""s_business_sensitive"", ""role"": ""s_business_sensitive""}, {""kw"": ""운영"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",false,,2.2,low,1,0,0,1,0,false,,
1호선 신호관제 검사표준매뉴얼(260408).md,1호선_신호관제_검사표준매뉴얼(260_0f372fc44a,작사 / 운영자 매뉴얼 / (MSC),,기준,"[""ai_procedural_sensitive""]","[{""kw"": ""운영자 매뉴얼"", ""track"": ""S"", ""group"": ""s_business_sensitive"", ""role"": ""s_business_sensitive""}, {""kw"": ""운영"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",false,,2.2,low,1,0,0,1,0,false,,
1호선 신호관제 검사표준매뉴얼(260408).md,1호선_신호관제_검사표준매뉴얼(260_87f428da6f,작사 / 운영자 매뉴얼 / (TCC),,기준,"[""ai_procedural_sensitive""]","[{""kw"": ""운영자 매뉴얼"", ""track"": ""S"", ""group"": ""s_business_sensitive"", ""role"": ""s_business_sensitive""}, {""kw"": ""운영"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",false,,2.2,low,1,0,0,1,0,false,,
1호선 신호관제 검사표준매뉴얼(260408).md,1호선_신호관제_검사표준매뉴얼(260_8585986785,작사 / 운영자 매뉴얼(TCC / ),,기 / 준,"[""ai_procedural_sensitive""]","[{""kw"": ""운영자 매뉴얼"", ""track"": ""S"", ""group"": ""s_business_sensitive"", ""role"": ""s_business_sensitive""}, {""kw"": ""운영"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",false,,2.2,low,1,0,0,1,0,false,,
1호선 신호관제 검사표준매뉴얼(260408).md,1호선_신호관제_검사표준매뉴얼(260_31473f99ec,제작사 / 운영자 매뉴얼(TC / C),,관련기준,"[""ai_procedural_sensitive""]","[{""kw"": ""운영자 매뉴얼"", ""track"": ""S"", ""group"": ""s_business_sensitive"", ""role"": ""s_business_sensitive""}, {""kw"": ""운영"", ""track"": ""weak"", ""group"": ""weak"", ""role"": ""weak""}]",false,,2.2,low,1,0,0,1,0,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_5af7cfd7f5,업무분장(비상⋅재난상황 포함),,- 7,"[""ai_procedural_sensitive""]","[{""kw"": ""업무분장"", ""track"": ""S"", ""group"": ""s_business_sensitive"", ""role"": ""s_business_sensitive""}]",false,,2.0,low,1,0,0,0,0,false,,
2호선 신호관제 장애조치매뉴얼 (260408).md,2호선_신호관제_장애조치매뉴얼_(26_d290002e46,지원 가능하도록 / 한다. Active / SRS는 V,,Active이고 다른 / 한 대는 Stan / dby로 구,"[""ai_procedural_sensitive""]","[{""kw"": ""원가"", ""track"": ""S"", ""group"": ""s_business_sensitive"", ""role"": ""s_business_sensitive""}]",false,,2.0,low,1,0,0,0,0,false,,
1호선 신호관제 검사표준매뉴얼(260408).md,1호선_신호관제_검사표준매뉴얼(260_75348f372e,통합제어시스템 / - / 20*.23*.9*.220 / 12*.23*.9*.220,,Slave / 20*.23*.9*.102 / 12*.23*.9*.102,"[""regex_identifier""]","[{""kw"": ""제어"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""시스템"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""20*.23*.9*.220"", ""label"": ""마스킹 IP"", ""track"": ""regex"", ""group"": ""ip_masked"", ""role"": ""regex_identifier""}, {""kw"": ""12*.23*.9*.220"", ""label"": ""마스킹 IP"", ""track"": ""regex"", ""group"": ""ip_masked"", ""role"": ""regex_identifier""}]",true,,2.0,low,0,1,1,0,2,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_b05ef939b1,전기파트 : 032) 451-3310~14 / 열차관제 통보 및 파트장 승인후 / 해당차단기 순차,,신부평급전분소 : 032) 501-6012 / 수전 받은후,"[""regex_identifier""]","[{""kw"": ""차단"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""차단기"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""관제"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""032) 451-3310"", ""label"": ""지역번호 괄호식 전화"", ""track"": ""regex"", ""group"": ""phone_area_bracket"", ""role"": ""regex_identifier""}]",true,,2.0,low,0,1,2,1,1,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_89a6599a16,전기파트 : 032) 451-3310 / ~14 / 열차관제 통보 및 파트장 승인후 해당차단 / 기 순차,,수전 / 받은후,"[""regex_identifier""]","[{""kw"": ""차단"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""관제"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""032) 451-3310"", ""label"": ""지역번호 괄호식 전화"", ""track"": ""regex"", ""group"": ""phone_area_bracket"", ""role"": ""regex_identifier""}]",true,,2.0,low,0,1,1,1,1,false,,
1호선 전력관제 장애조치매뉴얼 (260408).md,1호선_전력관제_장애조치매뉴얼_(26_e0c8a94278,전기파트 : 032) 451-3310~14 / 열 / 차관제 통보 및 파트장 승인후 연락급전,,신부평급전분소 : 032) 501-6012 / (열차운행 일시정지 요청) / 해당차단기 / 순차투입,"[""regex_identifier""]","[{""kw"": ""급전"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""관제"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""032) 451-3310"", ""label"": ""지역번호 괄호식 전화"", ""track"": ""regex"", ""group"": ""phone_area_bracket"", ""role"": ""regex_identifier""}]",true,,2.0,low,0,1,1,1,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_aede444982,2 / ) 접속주 / 소 : / http://10.5.54.53/ace / man/in / dex.do (현장 / 용 계정으로 로그인),,1 / ) 노트북 / 과 스 / 위치(LTE-R망) 간 / UTP케 / 이블을 연결 / 하고 IP설정 후 망에,"[""regex_identifier""]","[{""kw"": ""접속"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""현장"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""10.5.54.53"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,2.0,low,0,1,1,0,1,false,,
1호선 정보통신설비 검사표준매뉴얼(202507_Rev13).md,1호선_정보통신설비_검사표준매뉴얼(2_aa46cae455,2) 접속주 / 소 : http://10.5.54.53/ace / man/index.do (현장용 / 계정으로,,1) 노트북 / 과 스위치(LTE-R망) 간 / UTP케이블을 연결하 / 고 IP설정,"[""regex_identifier""]","[{""kw"": ""접속"", ""track"": ""ambiguous"", ""group"": ""ambiguous_action"", ""role"": ""ambiguous_action""}, {""kw"": ""현장"", ""track"": ""anchor"", ""group"": ""operational_anchor"", ""role"": ""operational_anchor""}, {""kw"": ""10.5.54.53"", ""label"": ""내부 IP 주소"", ""track"": ""regex"", ""group"": ""ip"", ""role"": ""regex_identifier""}]",true,,2.0,low,0,1,1,0,1,false,,
